id,companies,director,genres,keywords,stars,title,writers,year,Brian De Palma,Chris Columbus,Steven Spielberg,Lana Wachowski,Francis Ford Coppola,Andrew Adamson,M. Night Shyamalan,Richard Marquand,Kevin Costner,John McTiernan,Frank Darabont,Tom Shadyac,Ron Howard,Gary Trousdale,Christopher Nolan,Jan de Bont,Quentin Tarantino,David Fincher,Terry Gilliam,George Lucas,Mel Gibson,Roland Emmerich,Roger Allers,Jonathan Demme,Sam Mendes,Bryan Singer,Ron Clements,Robert Zemeckis,Irvin Kershner,Gore Verbinski,Joel Coen,Barry Sonnenfeld,John Lasseter,Peter Jackson,Tim Burton,Ridley Scott,James Cameron,Chuck Russell,Andrew Davis,Romance,Drama,Animation,Adventure,Western,Fantasy,Comedy,Musical,History,War,Mystery,Action,Family,Biography,Crime,Thriller,Sci-Fi,Horror,Bob Gunton,Carrie Fisher,Sela Ward,Matthew Broderick,Orlando Bloom,Ralph Fiennes,Mary McDonnell,Michael Keaton,Toni Collette,Keanu Reeves,Sally Field,Madeleine Stowe,Morgan Freeman,Peter Riegert,Michael J. Fox,Jeremy Irons,Ben Kingsley,John Travolta,Jodie Foster,James Earl Jones,Jim Carrey,Dennis Hopper,Linda Larkin,Gabriel Byrne,Thora Birch,Tim Robbins,Marlon Brando,James Caan,Tommy Lee Jones,Kevin Spacey,Linda Fiorentino,Sigourney Weaver,Arnold Schwarzenegger,Graham Greene,Sandra Bullock,Uma Thurman,Paul Freeman,Brad Pitt,William H. Macy,Chazz Palminteri,Carrie-Anne Moss,Pierce Brosnan,Linda Hamilton,Paige OHara,Robin Williams,Samuel L. Jackson,Eddie Murphy,Joaquin Phoenix,Elijah Wood,Johnny Depp,Don Rickles,Connie Nielsen,Gary Sinise,Bonnie Bedelia,Scott Weinger,Edward Furlong,Russell Crowe,Jesse Corti,Tom Skerritt,Jeff Goldblum,Mark Hamill,Jamie Lee Curtis,Tom Sizemore,Will Smith,John Hurt,Cameron Diaz,Tom Arnold,Bill Pullman,Edward Norton,Christopher Lloyd,Geoffrey Rush,Al Pacino,Aaron Eckhart,Patrick McGoohan,Jon Voight,Kim Basinger,Steve Buscemi,Lea Thompson,Emmanuelle Béart,Matt Damon,Haley Joel Osment,Heath Ledger,Kevin Bacon,Tim Allen,Guy Pearce,Meat Loaf,Mike Myers,Robin Wright,Tom Hanks,Joe Pantoliano,Karen Allen,Courteney Cox,Harrison Ford,Bill Paxton,Tom Cruise,Sean Young,Alan Rickman,Ian McKellen,Jack Nicholson,Sam Neill,Sophie Marceau,Frances McDormand,Viggo Mortensen,Anthony Hopkins,Christian Bale,Robby Benson,Laurence Fishburne,Annette Bening,Liam Neeson,Bruce Willis,Lawrence A. Bonney,Laura Dern,Jim Lovell,Anne Fine,David Twohy,Lawrence Kasdan,David Koepp,Ted Tally,Winston Groom,Mario Puzo,Alan Ball,Simon Michaël,Michael Crichton,Bob Gale,Andrew Kevin Walker,Roderick Thorp,Roger Avary,Dean Devlin,Lowell Cunningham,Bob Kane,Sam Hamm,Thomas Harris,John Musker,Chuck Palahniuk,Irene Mecchi,Leigh Brackett,David Franzoni,Jeffrey Kluger,William Wisher,Linda Woolverton,Fran Walsh,Steven Zaillian,Michael Fallon,Ethan Coen,Pete Docter,Bruce Geller,Thomas Keneally,Claude Zidi,Jack Bernstein,Mark Verheiden,Jeb Stuart,Graham Yost,Michael Blake,Jim Uhls,J.R.R. Tolkien,David Webb Peoples,Jonathan Hensleigh,Stephen King,Christopher McQuarrie,Lilly Wachowski,Jonathan Nolan,Brenda Chapman,Ed Solomon,Chris Marker,Jonathan Roberts,Ronald Shusett,Ted Elliott,Randi Mayem Singer,Terry Rossio,William Steig,Robert Rodat,Dan OBannon,Randall Wallace,Eric Roth
367,New Line Cinema|Dark Horse Entertainment,Chuck Russell,Comedy|Fantasy,high heels|camera shot of feet|pantyhose|legs|female stockinged feet,Cameron Diaz|Jim Carrey|Peter Riegert,La máscara,Mark Verheiden|Michael Fallon,1994,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
377,Twentieth Century Fox|The Mark Gordon Company,Jan de Bont,Action|Thriller|Adventure|Crime,police|bus|bomb|rescue|mini skirt,Dennis Hopper|Sandra Bullock|Keanu Reeves,Speed - Máxima potencia,Graham Yost,1994,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
380,Lightstorm Entertainment|Twentieth Century Fox,James Cameron,Action|Thriller|Comedy,remake|secret mission|spy|tango|secret agent,Tom Arnold|Jamie Lee Curtis|Arnold Schwarzenegger,Mentiras arriesgadas,Simon Michaël|Claude Zidi,1994,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
457,Kopelson Entertainment|Warner Bros.,Andrew Davis,Action|Mystery|Crime|Thriller|Drama,on the run|chicago illinois|one armed man|surgeon|u.s. marshal,Sela Ward|Tommy Lee Jones|Harrison Ford,El fugitivo,Jeb Stuart|David Twohy,1993,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
480,Amblin Entertainment|Universal Pictures,Steven Spielberg,Thriller|Adventure|Sci-Fi,theme park|tyrannosaurus rex|chaos theory|dinosaur|man on a toilet,Sam Neill|Laura Dern|Jeff Goldblum,Jurassic Park (Parque Jurásico),Michael Crichton,1993,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
500,Twentieth Century Fox|Blue Wolf Productions,Chris Columbus,Family|Comedy|Drama,birthday|male actor playing a female character|divorce|birthday party|profanity,Robin Williams|Pierce Brosnan|Sally Field,"Señora Doubtfire, papá de por vida",Anne Fine|Randi Mayem Singer,1993,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
527,Amblin Entertainment|Universal Pictures,Steven Spielberg,Biography|Drama|History,villa|soap|champagne|accountant|womanizer,Liam Neeson|Ben Kingsley|Ralph Fiennes,La lista de Schindler,Steven Zaillian|Thomas Keneally,1993,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
588,Silver Screen Partners IV|Walt Disney Feature Animation|Walt Disney Pictures,Ron Clements,Family|Musical|Fantasy|Romance|Comedy|Adventure|Animation,disney princess|arab|genie|princess|lamp,Scott Weinger|Robin Williams|Linda Larkin,Aladdín,Ron Clements|John Musker,1992,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
589,Lightstorm Entertainment|Carolco Pictures|Pacific Western,James Cameron,Action|Sci-Fi,liquid metal|time travel|war with machines|sequel|future,Arnold Schwarzenegger|Edward Furlong|Linda Hamilton,Terminator 2: El juicio final,James Cameron|William Wisher,1991,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
590,Allied Filmmakers|Tig Productions|Majestic Films International,Kevin Costner,Adventure|Drama|Western,friendship|19th century|famous score|native american|wolf,Graham Greene|Kevin Costner|Mary McDonnell,Bailando con lobos,Michael Blake,1990,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
592,PolyGram Filmed Entertainment|Warner Bros.|The Guber-Peters Company,Tim Burton,Action|Adventure,dc comics|alfred pennyworth character|bruce wayne character|the joker character|batman character,Kim Basinger|Jack Nicholson|Michael Keaton,Batman,Bob Kane|Sam Hamm,1989,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
593,Orion Pictures|Strong Heart/Demme Production,Jonathan Demme,Thriller|Drama|Crime,psychopath|bad guy wins|serial killer|stuck in a well|psycho thriller,Lawrence A. Bonney|Anthony Hopkins|Jodie Foster,El silencio de los corderos,Thomas Harris|Ted Tally,1991,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
595,Silver Screen Partners IV|Walt Disney Feature Animation|Walt Disney Pictures,Gary Trousdale,Family|Musical|Fantasy|Romance|Animation,france|castle|rose|based on fairy tale|title appears in song,Robby Benson|Paige OHara|Jesse Corti,La bella y la bestia,Linda Woolverton|Brenda Chapman,1991,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
608,PolyGram Filmed Entertainment|Working Title Films,Joel Coen,Thriller|Drama|Crime,black comedy|small town americana|fargo north dakota|unintended consequences|original story,William H. Macy|Steve Buscemi|Frances McDormand,Fargo,Ethan Coen|Joel Coen,1996,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
648,Cruise/Wagner Productions|Paramount Pictures,Brian De Palma,Action|Thriller|Adventure,based on tv show|ethan hunt character|famous score|train|tgv,Tom Cruise|Jon Voight|Emmanuelle Béart,Mission: Impossible,David Koepp|Bruce Geller,1996,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
780,Centropolis Entertainment|Twentieth Century Fox,Roland Emmerich,Action|Adventure|Sci-Fi,alien contact|saving the world mission|alien technology|1990s|alien invasion,Will Smith|Jeff Goldblum|Bill Pullman,Independence Day,Dean Devlin|Roland Emmerich,1996,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
858,Alfran Productions|Paramount Pictures,Francis Ford Coppola,Drama|Crime,crime family|rise to power|mafia|patriarch|organized crime,Marlon Brando|James Caan|Al Pacino,El padrino,Francis Ford Coppola|Mario Puzo,1972,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1036,Silver Pictures|Twentieth Century Fox|Gordon Company,John McTiernan,Action|Thriller,hostage|los angeles california|christmas|one against many|christmas eve,Bonnie Bedelia|Alan Rickman|Bruce Willis,Jungla de cristal,Jeb Stuart|Roderick Thorp,1988,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
